"Gene","Bead","Sup","Enrichment","P"
"C230085N15Rik",0.06,0.4,-3.33," 1.3e-01"
"Cyba",0.08,0.55,-3.33," 7.6e-02"
"Musk",0.05,0.32,-3.33," 1.8e-01"
"Gm43750",0.04,0.27,-3.33," 2.2e-01"
"Gm43343",0.04,0.27,-3.33," 2.2e-01"
"Gm11198",0.06,0.38,-3.34," 1.4e-01"
"Gm38115",0.08,0.59,-3.34," 6.4e-02"
"Il1a",0.04,0.42,-3.35," 1.1e-01"
"Gm19667",0.09,0.63,-3.36," 5.6e-02"
"Tmcc3os",0.07,0.55,-3.36," 7.3e-02"
"A230059L01Rik",0.04,0.3,-3.37," 1.9e-01"
"I830077J02Rik",0.05,0.38,-3.37," 1.4e-01"
"Gm46218",0.86,4.07,-3.37," 6.9e-02"
"Gm47016",0.05,0.55,-3.38," 5.4e-02"
"Gm44544",0.06,0.45,-3.38," 1.1e-01"
"Gm42467",0.04,0.34,-3.38," 1.7e-01"
"Gm43707",0.07,0.51,-3.38," 8.3e-02"
"2210406H18Rik",0.05,0.39,-3.4," 1.3e-01"
"Gm15082",0.05,0.37,-3.4," 1.4e-01"
"Gm44292",0.05,0.43,-3.41," 1.2e-01"
"Gm36757",0.07,0.54,-3.42," 7.4e-02"
"Gm37588",0.06,0.43,-3.42," 1.1e-01"
"Tesmin",0.06,0.48,-3.43," 9.5e-02"
"Gm2065",0.04,0.29,-3.43," 2.0e-01"
"Gm15828",0.04,0.29,-3.43," 2.0e-01"
"Snora30",0.04,0.5,-3.44," 6.3e-02"
"Galnt5",0.05,0.38,-3.44," 1.3e-01"
"Slc35g3",0.04,0.29,-3.44," 1.9e-01"
"Gm43047",0.06,0.55,-3.44," 7.6e-02"
"Gm16167",0.04,0.35,-3.44," 1.5e-01"
"Gm26944",0.06,0.49,-3.45," 8.4e-02"
"Gm45178",0.06,0.54,-3.46," 6.9e-02"
"Foxo6os",0.05,0.4,-3.46," 1.2e-01"
"Gm26599",0.05,0.42,-3.46," 1.1e-01"
"Aqp10-ps",0.03,0.28,-3.47," 1.9e-01"
"Gm43084",0.03,0.28,-3.47," 1.9e-01"
"Gm42639",0.04,0.4,-3.48," 1.0e-01"
"Gm43677",0.03,0.28,-3.48," 1.7e-01"
"Gm42640",0.05,0.47,-3.49," 9.5e-02"
"Gm43272",0.04,0.32,-3.49," 1.6e-01"
"Gm43275",0.03,0.29,-3.5," 1.7e-01"
"D530018E20Rik",0.04,0.41,-3.51," 9.3e-02"
"Lrrc34",0.06,0.5,-3.51," 7.9e-02"
"Gm15261",0.03,0.32,-3.52," 1.7e-01"
"Gm38014",0.04,0.35,-3.52," 1.4e-01"
"4931431C16Rik",0.04,0.32,-3.53," 1.6e-01"
"Gm47027",0.04,0.39,-3.54," 1.2e-01"
"Gm43329",0.06,0.52,-3.54," 6.9e-02"
"Was",0.04,0.32,-3.54," 1.6e-01"
"AC126806.1",0.03,0.28,-3.54," 2.0e-01"
"Gm48759",0.04,0.4,-3.56," 1.1e-01"
"5033426O07Rik",0.04,0.32,-3.57," 1.5e-01"
"Gm48887",0.04,0.32,-3.57," 1.5e-01"
"Gm42772",0.06,0.51,-3.57," 6.8e-02"
"A530076I17Rik",0.04,0.48,-3.58," 6.6e-02"
"4930599N24Rik",0.05,0.32,-3.59," 1.4e-01"
"Gm44851",0.04,0.4,-3.59," 1.1e-01"
"Gm9530",0.04,0.38,-3.59," 1.2e-01"
"Gm17976",0.04,0.36,-3.59," 1.3e-01"
"Gm37195",0.04,0.33,-3.6," 1.5e-01"
"Gm37868",0.04,0.46,-3.6," 6.9e-02"
"Gm45906",0.03,0.3,-3.6," 1.7e-01"
"Gm48726",0.03,0.32,-3.61," 1.4e-01"
"Gm42771",0.06,0.56,-3.61," 5.4e-02"
"Gm12705",0.03,0.32,-3.61," 1.4e-01"
"Gm44587",0.03,0.31,-3.62," 1.6e-01"
"Cd27",0.04,0.39,-3.62," 1.1e-01"
"Cbr2",0.04,0.39,-3.62," 1.1e-01"
"AC156574.1",0.07,0.43,-3.63," 8.8e-02"
"Gm26866",0.05,0.42,-3.63," 9.7e-02"
"A130012E19Rik",0.04,0.37,-3.64," 1.2e-01"
"Gm16059",0.06,0.58,-3.65," 5.0e-02"
"Gm15333",0.03,0.29,-3.65," 1.7e-01"
"Gm19144",0.03,0.28,-3.65," 1.8e-01"
"Gm44190",0.05,0.43,-3.66," 9.4e-02"
"Cdh1",0.04,0.41,-3.67," 1.0e-01"
"Gm37391",0.03,0.31,-3.67," 1.5e-01"
"Gm42659",0.04,0.35,-3.67," 1.3e-01"
"Gm17300",0.06,0.56,-3.68," 5.1e-02"
"Lgals2",0.04,0.48,-3.69," 5.6e-02"
"Chn1os3",0.05,0.53,-3.69," 5.9e-02"
"Raver1",0.03,0.29,-3.7," 1.7e-01"
"Gm45413",0.03,0.34,-3.7," 1.4e-01"
"Gm20242",0.06,0.53,-3.71," 5.6e-02"
"Mir341",0.05,0.46,-3.72," 7.6e-02"
"6330419E04Rik",0.05,0.45,-3.72," 8.0e-02"
"Gm42913",0.04,0.47,-3.74," 5.6e-02"
"Gm48381",0.04,0.37,-3.74," 1.1e-01"
"Acox2",0.03,0.33,-3.77," 1.4e-01"
"Gm11769",0.03,0.31,-3.77," 1.4e-01"
"Gm42440",0.04,0.39,-3.77," 1.0e-01"
"Gm3198",0.03,0.38,-3.77," 1.1e-01"
"Gm3081",0.03,0.32,-3.79," 1.4e-01"
"Gm43290",0.05,0.49,-3.8," 6.1e-02"
"Gm44071",0.03,0.37,-3.81," 9.4e-02"
"Gm17981",0.04,0.5,-3.82," 6.1e-02"
"D830025C05Rik",0.03,0.36,-3.83," 9.9e-02"
"Gm20594",0.03,0.32,-3.83," 1.3e-01"
"Gm6588",0.03,0.34,-3.85," 1.1e-01"
"Slc25a21",0.03,0.33,-3.86," 1.2e-01"
"Gm17227",0.05,0.51,-3.86," 5.5e-02"
"Gm23973",0.02,0.32,-3.87," 1.3e-01"
"Gm48772",0.03,0.36,-3.89," 1.1e-01"
"S100a3",0.03,0.38,-3.9," 8.7e-02"
"AC123870.1",0.04,0.43,-3.9," 7.9e-02"
"Gm44926",0.03,0.41,-3.9," 8.5e-02"
"9530036M11Rik",0.03,0.33,-3.9," 1.2e-01"
"Gm44288",0.03,0.38,-3.91," 8.1e-02"
"Gm11252",0.03,0.35,-3.91," 1.1e-01"
"Trp53cor1",0.03,0.38,-3.92," 8.3e-02"
"Gm44708",0.03,0.37,-3.92," 9.9e-02"
"4933412L11Rik",0.03,0.36,-3.93," 9.9e-02"
"Gm47992",0.04,0.45,-3.93," 6.8e-02"
"Gm14321",0.03,0.35,-3.93," 1.0e-01"
"Gm12653",0.03,0.35,-3.94," 1.0e-01"
"Btk",0.04,0.47,-3.94," 6.2e-02"
"Gm44560",0.03,0.39,-3.95," 7.8e-02"
"Apobr",0.03,0.34,-3.99," 1.1e-01"
"Gm43051",0.03,0.43,-4," 8.6e-02"
"Ncf4",0.03,0.41,-4," 6.6e-02"
"Gm43788",0.03,0.38,-4.03," 8.8e-02"
"Gm37817",0.03,0.39,-4.05," 8.0e-02"
"Gm45130",0.02,0.29,-4.06," 1.3e-01"
"Gm22767",0.02,0.31,-4.06," 1.3e-01"
"Gm43703",0.02,0.3,-4.07," 1.3e-01"
"Gm43648",0.03,0.43,-4.08," 5.6e-02"
"Gm37411",0.03,0.35,-4.09," 9.6e-02"
"Gm42919",0.02,0.32,-4.11," 1.1e-01"
"Gm44770",0.02,0.32,-4.11," 1.1e-01"
"4930556N13Rik",0.02,0.31,-4.12," 1.2e-01"
"1700123L14Rik",0.02,0.31,-4.15," 1.1e-01"
"Gm43413",0.02,0.33,-4.15," 1.1e-01"
"Ccl9",0.02,0.32,-4.16," 1.1e-01"
"Gm28791",0.03,0.47,-4.19," 5.1e-02"
"Atp6v1b1",0.02,0.32,-4.2," 9.7e-02"
"Gm43322",0.02,0.46,-4.24," 6.0e-02"
"Fmod",0.39,2.43,-4.24," 9.4e-02"
"Gm29266",0.02,0.38,-4.29," 7.8e-02"
"Gm43483",0.02,0.35,-4.31," 7.7e-02"
"Acmsd",0.02,0.36,-4.33," 7.4e-02"
"Morn3",0.02,0.42,-4.42," 5.9e-02"
"Gm44317",0.02,0.41,-4.49," 5.0e-02"
"Mir493",0.02,0.41,-4.5," 5.1e-02"
"AC122335.1",0.02,0.31,-4.73," 8.8e-02"
"Gm44680",0.01,0.32,-4.74," 8.2e-02"
"Gm43373",0.01,0.35,-4.74," 7.9e-02"
"Gm48632",0.01,0.35,-4.74," 7.9e-02"
"Gm37728",0.36,2.03,-4.74," 1.9e-01"
"Gm37772",0.01,0.31,-4.74," 8.2e-02"
"Gm12695",0.01,0.31,-4.74," 8.2e-02"
"mt-Tn",0.01,0.31,-4.75," 7.5e-02"
"Abcg8",0.01,0.32,-4.79," 7.5e-02"
"Gm21984",0.31,2.03,-4.79," 1.7e-01"
"2810425M01Rik",0.02,0.34,-4.79," 7.5e-02"
"Naip5",0.01,0.32,-4.83," 6.8e-02"
"Gm38187",0.01,0.34,-4.85," 6.7e-02"
"mt-Tq",0.01,0.33,-4.85," 6.4e-02"
"Gm45264",0.15,1.89,-5.12," 8.1e-02"
"AC122355.1",0.18,2.27,-5.27," 9.1e-02"
"Gm44037",0,1.09,-7.86," 1.3e-01"
"Gm26564",0.26,0,5.85,"      NA"
"Gm11008",0.2,0,5.29,"      NA"
"Gm11235",0.15,0,4.99,"      NA"
"Gm5558",0.13,0,4.84,"      NA"
"Gm10297",0.14,0,4.83,"      NA"
"Gm7816",0.12,0,4.69,"      NA"
"Gm5451",0.11,0,4.53,"      NA"
"Gm17199",0.1,0,4.49,"      NA"
"Dppa2",0.1,0,4.49,"      NA"
"Gm16409",0.1,0,4.48,"      NA"
"Il19",0.1,0,4.33,"      NA"
"Cldn6",0.1,0,4.33,"      NA"
"A830031A19Rik",0.09,0,4.32,"      NA"
"Gm17746",0.21,0.01,4.31,"      NA"
"Gm27018",0.27,0,4.26,"      NA"
"Dmbx1",0.08,0,4.21,"      NA"
"Cxcl1",0.08,0,4.21,"      NA"
"Gm43767",0.08,0,4.21,"      NA"
"Eif3s6-ps4",0.08,0,4.21,"      NA"
"Gm5912",0.08,0,4.21,"      NA"
"Gm39566",0.08,0,4.21,"      NA"
"9230009I02Rik",0.23,0.01,4.2,"      NA"
"Pdzk1ip1",0.09,0,4.18,"      NA"
"Fgf16",0.08,0,4.12,"      NA"
"Amd-ps4",0.08,0,4.12,"      NA"
"Azgp1",0.08,0,4.12,"      NA"
"Vmn1r-ps32",0.08,0,4.12,"      NA"
"Syngr4",0.08,0,4.12,"      NA"
"Gm32507",0.08,0,4.12,"      NA"
"Gm10076",0.08,0,4.12,"      NA"
"Gm15677",0.08,0,4.06,"      NA"
"Gm46339",0.09,0,4.06,"      NA"
"Gm5970",0.09,0,4.06,"      NA"
"Gm5643",0.07,0,4.04,"      NA"
"OR5BS1P",0.07,0,4.04,"      NA"
"Gm26980",0.07,0,4.04,"      NA"
"1700054A03Rik",0.17,0.01,3.96,"      NA"
"Cyp4b1",0.15,0.01,3.85,"      NA"
"Sprr2i",0.07,0,3.84,"      NA"
"Gm31774",0.07,0,3.84,"      NA"
"Gm7607",0.07,0,3.84,"      NA"
"Gm11754",0.07,0,3.84,"      NA"
"Ccl11",0.1,0,3.83,"      NA"
"Gm37178",0.06,0,3.82,"      NA"
"Gm13497",0.06,0,3.82,"      NA"
"G930045G22Rik",0.06,0,3.82,"      NA"
"Klrb1b",0.06,0,3.82,"      NA"
"1700128E19Rik",0.06,0,3.82,"      NA"
"Hgd",0.06,0,3.82,"      NA"
"Rpl31-ps16",0.06,0,3.82,"      NA"
"Ppp1r14d",0.06,0,3.78,"      NA"
"Gm14448",0.06,0,3.78,"      NA"
"Prkaca-ps1",0.06,0,3.78,"      NA"
"BC021767",0.06,0,3.78,"      NA"
"Gbp8",0.06,0,3.78,"      NA"
"Gm7902",0.06,0,3.78,"      NA"
"1700030F04Rik",0.06,0,3.78,"      NA"
"Gm44401",0.06,0,3.78,"      NA"
"Gm46124",0.06,0,3.78,"      NA"
"Gm44978",0.13,0.01,3.67,"      NA"
"Gm3076",0.08,0,3.64,"      NA"
"4933415J04Rik",0.08,0,3.64,"      NA"
"Gm8885",0.05,0,3.59,"      NA"
"Gm37754",0.05,0,3.59,"      NA"
"Gm14049",0.05,0,3.59,"      NA"
"Gm6275",0.05,0,3.59,"      NA"
"Gm33370",0.05,0,3.59,"      NA"
"Gm29464",0.05,0,3.59,"      NA"
"Cyp11b2",0.05,0,3.59,"      NA"
"Tex43",0.05,0,3.59,"      NA"
"Gm831",0.12,0.01,3.57,"      NA"
"Gpr39",0.15,0.01,3.56,"      NA"
"Gm15509",0.05,0,3.53,"      NA"
"Gm13419",0.05,0,3.53,"      NA"
"Bpifb4",0.05,0,3.53,"      NA"
"Psmb7-ps2",0.05,0,3.53,"      NA"
"4930573H18Rik",0.05,0,3.53,"      NA"
"Gm11910",0.05,0,3.53,"      NA"
"Gm4959",0.05,0,3.53,"      NA"
"Gm9192",0.05,0,3.53,"      NA"
"Gm20379",0.05,0,3.53,"      NA"
"Gm15285",0.05,0,3.53,"      NA"
"Hbb-bh1",0.28,0.02,3.52,"      NA"
"Fam26f",0.12,0.01,3.47,"      NA"
"Gm14766",0.06,0,3.4,"      NA"
"Pth",0.06,0,3.4,"      NA"
"Gm4795",0.06,0,3.4,"      NA"
"ENSMUSG00000090816",0.06,0,3.4,"      NA"
"Gm8601",0.06,0,3.4,"      NA"
"AC154323.1",0.06,0,3.4,"      NA"
"Gm4938",0.06,0,3.4,"      NA"
"Gm15899",0.23,0.04,3.38,"      NA"
"Vmn1r1",0.04,0,3.36,"      NA"
"Gm6023",0.04,0,3.36,"      NA"
"Rps15a-ps3",0.04,0,3.36,"      NA"
"Tmem139",0.04,0,3.36,"      NA"
"Figla",0.04,0,3.36,"      NA"
"4930511E03Rik",0.04,0,3.36,"      NA"
"Gm6906",0.04,0,3.36,"      NA"
"Gm2875",0.04,0,3.36,"      NA"
"Rps17-ps1",0.04,0,3.36,"      NA"
"AC121357.1",0.04,0,3.36,"      NA"
"Mir875",0.04,0,3.36,"      NA"
"Gm15839",0.04,0,3.36,"      NA"
"Gm8597",0.04,0,3.36,"      NA"
"Cryge",0.18,0.02,3.35,"      NA"
"Gm19088",0.18,0.02,3.35,"      NA"
"4933427D06Rik",0.1,0.01,3.28,"      NA"
"Eif3s6-ps1",0.1,0.01,3.28,"      NA"
"Gm8186",0.1,0.01,3.24,"      NA"
"Gm13437",0.11,0.01,3.23,"      NA"
"Gm14097",0.09,0.01,3.2,"      NA"
"Trav9-2",0.09,0.01,3.2,"      NA"
"Atp6v0c-ps1",0.08,0,3.19,"      NA"
"Gm15970",0.21,0.04,3.19,"      NA"
"Gm43122",0.14,0.03,3.18,"      NA"
"Ighg2c",0.16,0.02,3.15,"      NA"
"Gm3298",0.09,0.01,3.11,"      NA"
"Saa1",0.07,0,3.09,"      NA"
"CT025533.1",0.07,0,3.09,"      NA"
"AC165157.2",0.09,0.01,3.09,"      NA"
"Gm6421",0.1,0.01,3.08,"      NA"
"Gm15402",0.12,0.01,3.08,"      NA"
"Gm13719",0.1,0.01,3.08,"      NA"
"Gm36985",0.09,0.01,3.07,"      NA"
"Gstm3",0.09,0.01,3.07,"      NA"
"Rpl27-ps2",0.09,0.01,3.07,"      NA"
"Gm36283",0.2,0.04,3.07,"      NA"
"Txn-ps1",0.04,0,3.07,"      NA"
"Gm37393",0.04,0,3.07,"      NA"
"Rpl35a-ps4",0.04,0,3.07,"      NA"
"Gm22334",0.04,0,3.07,"      NA"
"Rps2-ps13",0.04,0,3.07,"      NA"
"Gm8844",0.04,0,3.07,"      NA"
"Gm15010",0.04,0,3.07,"      NA"
"Gm22541",0.04,0,3.07,"      NA"
"Gm11810",0.04,0,3.07,"      NA"
"Gm12944",0.04,0,3.07,"      NA"
"Gm42603",0.04,0,3.07,"      NA"
"Pon1",0.04,0,3.07,"      NA"
"1810009J06Rik",0.04,0,3.07,"      NA"
"1700015I17Rik",0.04,0,3.07,"      NA"
"4930518J21Rik",0.04,0,3.07,"      NA"
"Gm45422",0.04,0,3.07,"      NA"
"Rps12-ps9",0.04,0,3.07,"      NA"
"Gm48781",0.04,0,3.07,"      NA"
"Gm47095",0.04,0,3.07,"      NA"
"Gm12174",0.04,0,3.07,"      NA"
"Gm12714",0.04,0,3.07,"      NA"
"Gm48397",0.04,0,3.07,"      NA"
"Gm33312",0.04,0,3.07,"      NA"
"Gm47541",0.04,0,3.07,"      NA"
"Gm23078",0.04,0,3.07,"      NA"
"Gm16415",0.04,0,3.07,"      NA"
"Gm29570",0.12,0.03,3.06,"      NA"
"Gm12752",0.08,0.01,3.05,"      NA"
"Olfr876",0.12,0,3.05,"      NA"
"Gm8210",0.04,0,3.04,"      NA"
"Gm16418",0.04,0,3.04,"      NA"
"Gm13490",0.04,0,3.04,"      NA"
"Gm13642",0.04,0,3.04,"      NA"
"Gm14119",0.04,0,3.04,"      NA"
"Rhox5",0.04,0,3.04,"      NA"
"Gm17836",0.04,0,3.04,"      NA"
"Gm5281",0.04,0,3.04,"      NA"
"Anp32b-ps1",0.04,0,3.04,"      NA"
"0610033M10Rik",0.04,0,3.04,"      NA"
"Gm23543",0.04,0,3.04,"      NA"
"Gm8083",0.04,0,3.04,"      NA"
"Gm5580",0.04,0,3.04,"      NA"
"ENSMUSG00000109378",0.04,0,3.04,"      NA"
"Gm25089",0.04,0,3.04,"      NA"
"Gm5425",0.04,0,3.04,"      NA"
"Gm17980",0.04,0,3.04,"      NA"
"Gm6100",0.04,0,3.04,"      NA"
"Mir1966",0.04,0,3.04,"      NA"
"Gm2791",0.04,0,3.04,"      NA"
"AC125117.1",0.04,0,3.04,"      NA"
"AC154283.2",0.04,0,3.04,"      NA"
"Gm46142",0.04,0,3.04,"      NA"
"4933422A05Rik",0.04,0,3.04,"      NA"
"Gm22571",0.04,0,3.04,"      NA"
"Gm19385",0.04,0,3.04,"      NA"
"Gm11285",0.04,0,3.04,"      NA"
"Gm11353",0.04,0,3.04,"      NA"
"Rpl18a-ps1",0.04,0,3.04,"      NA"
"Gm16570",0.04,0,3.04,"      NA"
"Apol7b",0.04,0,3.04,"      NA"
"Olfr283",0.04,0,3.04,"      NA"
"Rpl31-ps4",0.04,0,3.04,"      NA"
"1110008E08Rik",0.04,0,3.04,"      NA"
"Ripply3",0.04,0,3.04,"      NA"
"Gm8696",0.04,0,3.04,"      NA"
"Gm5513",0.04,0,3.04,"      NA"
"Calhm1",0.04,0,3.04,"      NA"
"Gm46344",0.16,0.03,3.03,"      NA"
"Nkx6-3",0.15,0.02,3.03,"      NA"
"Fap",0.13,0.02,3.01,"      NA"
"Gm6190",0.08,0.01,3.01,"      NA"
"Nipal1",0.14,0.03,3,"      NA"
"Gm31579",0.14,0.03,3,"      NA"
"Gm2914",0.06,0,2.97,"      NA"
"Gm12985",0.06,0,2.97,"      NA"
"Gm30978",0.15,0.03,2.97,"      NA"
"1700030C12Rik",0.15,0.02,2.95,"      NA"
"Gm18134",0.08,0.01,2.94,"      NA"
"Snord88c",0.1,0.01,2.94,"      NA"
"Gm4287",0.1,0.01,2.92,"      NA"
"Mir1945",0.1,0.01,2.92,"      NA"
"D030025E07Rik",0.1,0,2.91,"      NA"
"Mug1",0.1,0,2.91,"      NA"
"Gm29335",0.08,0.01,2.91,"      NA"
"Gm13266",0.08,0.01,2.89,"      NA"
"Gm10254",0.08,0.01,2.89,"      NA"
"Hsd17b1",0.22,0.04,2.87,"      NA"
"Gm26813",0.07,0.01,2.87,"      NA"
"Vsig1",0.07,0.01,2.87,"      NA"
"Gm25419",0.07,0.01,2.87,"      NA"
"Gm26970",0.07,0.01,2.87,"      NA"
"Gm11966",0.07,0.01,2.87,"      NA"
"Cyp26a1",0.07,0.01,2.87,"      NA"
"Gm10479",0.11,0.03,2.85,"      NA"
"Gm38699",0.18,0.04,2.84,"      NA"
"4930558J18Rik",0.06,0,2.84,"      NA"
"Gm13388",0.06,0,2.84,"      NA"
"Gm13333",0.06,0,2.84,"      NA"
"Gm15131",0.06,0,2.84,"      NA"
"Gm6450",0.06,0,2.84,"      NA"
"Gm15846",0.06,0,2.84,"      NA"
"Gm45734",0.06,0,2.84,"      NA"
"Gm11431",0.06,0,2.84,"      NA"
"Mir7235",0.06,0,2.84,"      NA"
"Gm48398",0.06,0,2.84,"      NA"
"Gm47646",0.06,0,2.84,"      NA"
"Cpt1b",0.06,0,2.84,"      NA"
"BC027072",0.06,0,2.84,"      NA"
"Gm8525",0.06,0,2.84,"      NA"
"Gm42545",0.11,0.02,2.83,"      NA"
"Trbj2-3",0.11,0.02,2.82,"      NA"
"Mat1a",0.11,0.02,2.82,"      NA"
"Gm11652",0.11,0.02,2.82,"      NA"
"Pafah1b1-ps1",0.12,0.02,2.81,"      NA"
"Gm6485",0.12,0.02,2.81,"      NA"
"Gm5974",0.2,0.05,2.81,"      NA"
"Slc17a9",0.07,0.01,2.79,"      NA"
"Anapc15-ps",0.07,0.01,2.79,"      NA"
"Cntf",0.07,0.01,2.79,"      NA"
"Gm10566",0.09,0.01,2.78,"      NA"
"Prss40",0.09,0.01,2.78,"      NA"
"4632404M16Rik",0.09,0.01,2.78,"      NA"
"4833407H14Rik",0.09,0.01,2.78,"      NA"
"Mir5136",0.1,0.03,2.78,"      NA"
"Gm47931",0.13,0.03,2.76,"      NA"
"4930511A02Rik",0.13,0.03,2.76,"      NA"
"Nr1h4",0.16,0.04,2.76,"      NA"
"Smt3h2-ps",0.09,0,2.75,"      NA"
"Gm15836",0.09,0,2.75,"      NA"
"AL592187.2",0.09,0,2.75,"      NA"
"Apol11b",0.09,0.03,2.73,"      NA"
"Pcdh12",0.1,0.02,2.72,"      NA"
"Gm30551",0.08,0.01,2.71,"      NA"
"Rgs13",0.06,0.01,2.71,"      NA"
"Gm12464",0.06,0.01,2.71,"      NA"
"Gm12418",0.06,0.01,2.71,"      NA"
"C8a",0.06,0.01,2.71,"      NA"
"Rnf170-ps",0.06,0.01,2.71,"      NA"
"Gm13707",0.05,0,2.69,"      NA"
"A130030D18Rik",0.05,0,2.69,"      NA"
"Gm14853",0.05,0,2.69,"      NA"
"Gm4065",0.05,0,2.69,"      NA"
"Gm44784",0.05,0,2.69,"      NA"
"Mir7069",0.05,0,2.69,"      NA"
"Olfr726",0.05,0,2.69,"      NA"
"AC120153.1",0.05,0,2.69,"      NA"
"Gm43127",0.05,0,2.69,"      NA"
"1700020M21Rik",0.05,0,2.69,"      NA"
"1700084F23Rik",0.05,0,2.69,"      NA"
"Gm18442",0.05,0,2.69,"      NA"
"Gm16086",0.05,0,2.69,"      NA"
"AL592169.1",0.05,0,2.69,"      NA"
"Hrasls5",0.05,0,2.69,"      NA"
"Tnfrsf25",0.07,0.01,2.67,"      NA"
"Gm10073",0.07,0.01,2.67,"      NA"
"Slfn10-ps",0.07,0.01,2.67,"      NA"
"Gm47011",0.07,0.01,2.67,"      NA"
"Gm5619",0.18,0.05,2.66,"      NA"
"Gm28196",0.23,0.04,2.66,"      NA"
"Gm27034",0.1,0.02,2.65,"      NA"
"Gsta2",0.1,0.02,2.65,"      NA"
"Gm26551",0.1,0.02,2.65,"      NA"
"Gm13489",0.1,0.02,2.64,"      NA"
"Cpne1",0.06,0.01,2.64,"      NA"
"Malrd1",0.12,0.03,2.63,"      NA"
"Gm8276",0.14,0.04,2.62,"      NA"
"Eif5al3-ps",0.14,0.04,2.62,"      NA"
"Ifi203-ps",0.06,0.01,2.6,"      NA"
"Gm14156",0.06,0.01,2.6,"      NA"
"Clrn2",0.06,0.01,2.6,"      NA"
"Gm44424",0.06,0.01,2.6,"      NA"
"AC154738.5",0.06,0.01,2.6,"      NA"
"Rpl13-ps3",0.06,0.01,2.6,"      NA"
"Glb1l3",0.06,0.01,2.6,"      NA"
"Gm11662",0.06,0.01,2.6,"      NA"
"Gm6265",0.06,0.01,2.6,"      NA"
"Fcmr",0.23,0.04,2.6,"      NA"
"Gm48175",0.09,0.03,2.6,"      NA"
"Gm12345",0.14,0.04,2.6,"      NA"
"C2cd6b",0.07,0.01,2.6,"      NA"
"Gm20605",0.07,0.01,2.6,"      NA"
"Calhm3",0.14,0.02,2.59,"      NA"
"9630028H03Rik",0.14,0.06,2.59,"      NA"
"Gm14393",0.09,0.02,2.58,"      NA"
"Gm37082",0.09,0.02,2.58,"      NA"
"Gm11534",0.09,0.02,2.58,"      NA"
"Gm20471",0.07,0.01,2.58,"      NA"
"Gm5510",0.07,0.01,2.58,"      NA"
"Ppp1r2-ps1",0.08,0.01,2.57,"      NA"
"CT010465.1",0.14,0.02,2.56,"      NA"
"Gm15444",0.07,0,2.55,"      NA"
"Gm6900",0.07,0,2.55,"      NA"
"Gm45911",0.07,0,2.55,"      NA"
"Gm19301",0.07,0,2.55,"      NA"
"Rbm6-ps1",0.15,0.02,2.54,"      NA"
"Ccdc63",0.13,0.04,2.53,"      NA"
"Gm29228",0.03,0,2.53,"      NA"
"Gm3940",0.03,0,2.53,"      NA"
"Gm5829",0.03,0,2.53,"      NA"
"Gm29536",0.03,0,2.53,"      NA"
"Gm29125",0.03,0,2.53,"      NA"
"Gm6264",0.03,0,2.53,"      NA"
"Gm28187",0.03,0,2.53,"      NA"
"Gm5265",0.03,0,2.53,"      NA"
"Gm37340",0.03,0,2.53,"      NA"
"Gm13611",0.03,0,2.53,"      NA"
"Gm14016",0.03,0,2.53,"      NA"
"Gm11449",0.03,0,2.53,"      NA"
"Gm9431",0.03,0,2.53,"      NA"
"Llph-ps2",0.03,0,2.53,"      NA"
"Fate1",0.03,0,2.53,"      NA"
"Gm5937",0.03,0,2.53,"      NA"
"Gm8757",0.03,0,2.53,"      NA"
"Gm5060",0.03,0,2.53,"      NA"
"Gm21631",0.03,0,2.53,"      NA"
"Gm37770",0.03,0,2.53,"      NA"
"Rpl28-ps2",0.03,0,2.53,"      NA"
"Gm11929",0.03,0,2.53,"      NA"
"Gm12366",0.03,0,2.53,"      NA"
"Olfr157",0.03,0,2.53,"      NA"
"Gm12493",0.03,0,2.53,"      NA"
"Gm12482",0.03,0,2.53,"      NA"
"Gm12842",0.03,0,2.53,"      NA"
"1700057H15Rik",0.03,0,2.53,"      NA"
"Gm13231",0.03,0,2.53,"      NA"
"Gm13140",0.03,0,2.53,"      NA"
"Gm23405",0.03,0,2.53,"      NA"
"G6pd2",0.03,0,2.53,"      NA"
"Gm43028",0.03,0,2.53,"      NA"
"Gm4866",0.03,0,2.53,"      NA"
"Gm7993",0.03,0,2.53,"      NA"
"Gm13724",0.03,0,2.53,"      NA"
"Mir704",0.03,0,2.53,"      NA"
"Gm6681",0.03,0,2.53,"      NA"
"Tas2r142-ps5",0.03,0,2.53,"      NA"
"Gm4880",0.03,0,2.53,"      NA"
"Gm7551",0.03,0,2.53,"      NA"
"Gm8942",0.03,0,2.53,"      NA"
"Gm10120",0.03,0,2.53,"      NA"
"Gm45420",0.03,0,2.53,"      NA"
"Gm33968",0.03,0,2.53,"      NA"
"Gm22018",0.03,0,2.53,"      NA"
"Gm2225",0.03,0,2.53,"      NA"
"Gm45795",0.03,0,2.53,"      NA"
"Gm10709",0.03,0,2.53,"      NA"
"Eldr",0.03,0,2.53,"      NA"
"3110004A20Rik",0.03,0,2.53,"      NA"
"Prop1",0.03,0,2.53,"      NA"
"Hoxb5",0.03,0,2.53,"      NA"
"Gm3131",0.03,0,2.53,"      NA"
"AC166358.1",0.03,0,2.53,"      NA"
"Gm9134",0.03,0,2.53,"      NA"
"Krt86",0.03,0,2.53,"      NA"
"Rpl39-ps",0.03,0,2.53,"      NA"
